"","mt_id","xpos_max","xpos_min","ypos_max","ypos_min","MAD","MAD_time","MD_above","MD_above_time","MD_below","MD_below_time","AD","AUC","xpos_flips","ypos_flips","xpos_reversals","ypos_reversals","RT","initiation_time","idle_time","sample_entropy"
"id0526","id0526",0,-631,845,0,39.8100854204804,1301,39.8100854204804,1301,-27.5757896269367,1401,-0.791882047371719,3221,1,0,0,0,1686,1021,1176,0.0243841995200246
"id0527","id0527",568,-637,973,0,996.350385449194,1851,996.350385449194,1851,-101.038189422,1421,126.800083466585,41831.5,4,2,3,0,2286,991,1316,0.0391091433662638
"id0528","id0528",0,-711,952,0,67.7102628456551,1061,67.7102628456551,1061,-7.61220268290382,1311,2.60022561932995,34121,1,1,0,0,1663,931,1123,0.0264455216645585
"id0530","id0530",3,-631,895,0,-69.5888984644259,1507,42.7128702356941,1367,-69.5888984644259,1507,-3.98092019261835,-3141,2,0,1,0,1798,837,1278,0.0238174002955361
"id0531","id0531",12,-707,893,0,84.8514984314267,1150,84.8514984314267,1150,-13.9509577326853,1260,4.22768918998033,52518,1,0,1,0,1479,1050,1129,0.0253178079842899
"id0532","id0532",23,-537,874,0,83.7530148141598,1200,83.7530148141598,1200,-0.523498992646109,1480,6.39951251490251,64360,1,0,1,0,1814,1030,1464,0.0505616438178141
"id0534","id0534",95,-560,843,0,259.70407861133,1430,259.70407861133,1430,-0.553331319472902,2000,54.4912687193827,182713.5,1,2,1,0,2145,880,1045,0.0540672212702758
"id0535","id0535",0,-571,888,0,93.6642415695541,1240,93.6642415695541,1240,-1.80063430473499,1060,17.219361017664,25271,0,0,0,0,1496,840,956,0.0581487230388001
"id0536","id0536",0,-489,790,0,159.502205051631,811,159.502205051631,811,-1.78129971969289,1141,38.1880609214439,79694,0,0,0,0,1240,471,540,0.0690736763029624
"id0537","id0537",0,-621,792,0,50.4803198773743,950,50.4803198773743,950,-3.45179866654856,1140,7.09482340223042,29089,0,0,0,0,1233,720,753,0.0326525450411842
"id0538","id0538",0,-566,809,0,88.2706528890945,750,88.2706528890945,750,0,0,26.6658561950216,46355,0,0,0,0,1064,440,474,0.177488961955746
"id0539","id0539",158,-549,800,0,380.920248885523,810,380.920248885523,810,0,0,89.4334778784078,213161,1,0,1,0,1415,490,610,0.15160836227408
"id0540","id0540",0,-675,932,0,69.5459044246051,850,69.5459044246051,850,-6.39240518166754,970,9.48386190259369,36542,1,1,0,0,1368,640,798,0.0297641019064539
"id0541","id0541",0,-584,843,0,97.0008880188545,860,97.0008880188545,860,-14.9493914595038,1290,16.8877663298458,44862,0,0,0,0,1440,510,550,0.124496698410845
"id0542","id0542",418,-450,809,0,740.320997193489,2070,740.320997193489,2070,-35.4713641545937,1190,86.1186889863428,20860,2,2,2,0,2663,390,923,0.136063039546302
"id0543","id0543",0,-569,830,0,48.6847704601622,750,48.6847704601622,750,-7.28900210902371,1150,7.08255873430985,20129.5,0,0,0,0,1288,560,618,0.0848585236285287
"id0545","id0545",560,-668,771,0,850.675656189455,1320,850.675656189455,1320,-83.9404071535959,1600,196.465800303472,230692.5,3,2,2,0,1879,480,709,0.225904712755538
"id0546","id0546",0,-637,836,0,36.2720224878418,1000,36.2720224878418,1000,-5.26626038009085,1470,8.14884100309967,25977,0,0,0,0,2232,380,1082,0.0821732389815336
"id0547","id0547",0,-607,746,0,34.6087498199866,680,34.6087498199866,680,-9.28410777054708,1010,3.06828813404843,12291.5,0,0,0,0,1120,500,510,0.0690430332586757
"id0548","id0548",23,-600,855,0,170.906020999915,850,170.906020999915,850,-1.47914630392334,1350,35.8243695704788,81366,1,0,1,0,1383,510,533,0.0811778401415358
"id0550","id0550",0,-611,811,0,71.3451151896638,830,71.3451151896638,830,-1.2034637894342,1150,20.7240192002713,43478,0,0,0,0,1176,350,366,0.118762371744842
"id0551","id0551",47,-550,784,0,277.386259859392,1260,277.386259859392,1260,0,0,75.104714010747,100875.5,2,0,2,0,2160,530,610,0.13290041142786
"id0553","id0553",0,-651,817,0,76.9510854172092,940,76.9510854172092,940,-19.5820774089801,1210,10.0021145412683,25900.5,1,0,0,0,1543,640,843,0.0454107531806071
"id0554","id0554",46,-799,809,0,373.078896989683,950,373.078896989683,950,-105.760975267905,1150,65.0364917993472,210965.5,4,2,1,0,1472,510,692,0.178640061038005
"id0555","id0555",0,-724,837,0,-126.463730728194,920,0,0,-126.463730728194,920,-25.4465075525257,-82048,1,0,0,0,1344,660,824,0.0655340413790728
"id0556","id0556",0,-826,853,0,-63.4102131241468,801,1.50801299577688,611,-63.4102131241468,801,-12.5252380214838,-51894,1,0,0,0,1216,541,706,0.0588663561851048
"id0558","id0558",0,-613,798,0,-56.3607946096204,710,12.1150764729323,570,-56.3607946096204,710,-10.7015065508471,-25027.5,0,0,0,0,1241,520,651,0.0258968566575874
"id0559","id0559",467,-655,921,0,895.33957814003,1220,895.33957814003,1220,0,0,423.502753933924,462529,1,3,1,0,2479,630,1339,0.0876930867440284
"id0560","id0560",0,-558,849,0,-31.604739567844,790,2.91449854745977,620,-31.604739567844,790,-5.35554351524759,-21013.5,0,0,0,0,1296,570,756,0.0278799678737357
"id0561","id0561",2,-536,826,0,43.1942335963556,850,43.1942335963556,850,0,0,8.84085473516724,20654.5,1,0,1,0,1177,490,627,0.0465877548389831
"id0562","id0562",568,-541,915,0,959.602434226977,920,959.602434226977,920,0,0,392.705823358956,340431,3,2,1,0,1975,610,795,0.0696466296581778
"id0563","id0563",23,-544,911,0,191.777047177307,911,191.777047177307,911,0,0,40.0496405916329,110959.5,1,1,1,0,1536,341,616,0.105421267153851
"id0564","id0564",6,-594,890,0,42.3096151916439,750,42.3096151916439,750,-23.9734548704729,620,8.49269626372702,3827.5,1,0,1,0,1208,320,528,0.126405668546807
"id0565","id0565",522,-557,814,0,854.945920713133,1050,854.945920713133,1050,-4.82192021766962,1520,220.23489353713,450834.5,1,0,1,0,2016,330,876,0.138762442042075
"id0566","id0566",379,-637,900,0,797.832743278971,821,797.832743278971,821,0,0,129.524060357289,504927.5,1,1,1,0,1336,611,746,0.0327722049373129
"id0567","id0567",545,-535,870,0,910.995521503235,1490,910.995521503235,1490,0,0,414.122222543014,449394,1,3,1,0,2360,640,1140,0.0801505883576046
"id0568","id0568",278,-702,891,0,728.025376124794,930,728.025376124794,930,-3.24691003065894,620,144.98981031703,418246.5,2,2,2,0,1391,590,751,0.152127070367731
"id0569","id0569",0,-516,904,0,58.7453385118788,700,58.7453385118788,700,-1.61014566863853,930,10.5181206501737,31309,0,0,0,0,1160,440,630,0.065364171384007
"id0570","id0570",0,-565,800,0,144.460918662473,1810,144.460918662473,1810,-49.129868390503,1080,1.18121077603887,10480.5,2,0,0,0,2217,530,1247,0.11082406533208
"id0571","id0571",0,-610,806,0,-108.566442728987,1600,0,0,-108.566442728987,1600,-13.9700595719611,-69632,0,0,0,0,1984,1040,1434,0.0249856845262041
"id0572","id0572",0,-552,817,0,-22.3184928530513,1720,8.44118949449906,1290,-22.3184928530513,1720,-1.43058172232475,-3784.5,0,0,0,0,2128,1100,1138,0.0885639312527391
"id0573","id0573",0,-520,794,0,-40.0348192102501,2240,26.0471814441761,1990,-40.0348192102501,2240,-0.962517884293825,-2156.5,0,0,0,0,2552,1500,1502,0.0668205922469097
"id0574","id0574",91,-835,995,0,196.291415347081,2090,196.291415347081,2090,-8.22793834100738,2960,41.9956859224181,189800,2,3,1,0,3505,0,2685,0.0855919303354035
"id0575","id0575",0,-661,818,0,-57.5570630234899,480,57.3573837920927,960,-57.5570630234899,480,-21.1563146962597,12060,0,0,0,0,1775,200,815,0.0843924318000023
"id0576","id0576",0,-646,806,0,60.8674117637224,660,60.8674117637224,660,-6.58125501287989,860,4.92361201307972,30791,0,0,0,0,1008,240,498,0.0302647117143784
"id0577","id0577",0,-586,798,0,59.001030531291,797,59.001030531291,797,-45.2885987428019,657,-3.99313425439336,17146.5,0,0,0,0,1304,227,434,0.026854272828661
"id0578","id0578",79,-544,768,0,79.0183705866769,1340,79.0183705866769,1340,-3.74011220504924,1810,43.9996419602788,45425,1,0,1,0,2032,170,942,0.0508881718324384
"id0579","id0579",0,-566,758,0,-58.4184740949792,1120,0,0,-58.4184740949792,1120,-14.6402248643281,-25560,0,0,0,0,1943,240,753,0.0980179240699115
"id0580","id0580",31,-507,840,0,145.650990456088,1400,145.650990456088,1400,0,0,32.3505297445085,104234,3,0,1,0,2320,140,1250,0.0684827975151681
"id0581","id0581",47,-696,956,-78,296.468374992026,3190,296.468374992026,3190,-14.9274153496872,1500,21.3207570391872,269435.5,4,4,1,3,3551,250,2761,0.0517609431250708
"id0582","id0582",11,-510,830,-5,-64.455113403326,1130,10.942690060192,920,-64.455113403326,1130,-15.4629103566772,-39604,3,1,1,1,1759,360,849,0.0682269465952463
"id0583","id0583",0,-577,937,0,-58.1865942683302,1140,44.0263932361554,1450,-58.1865942683302,1140,-2.32047064329722,-10635,2,0,0,0,1688,960,1048,0.0672008507680988
"id0584","id0584",66,-783,944,-10,212.06088733626,1560,212.06088733626,1560,-11.7720103787244,890,32.2998488578986,196394,2,1,2,1,1927,430,1027,0.0622599451571656
"id0585","id0585",0,-480,830,0,-59.1363381861912,1181,6.93574336751623,1511,-59.1363381861912,1181,-3.62576730511142,-26024,0,0,0,0,1672,1081,1182,0.0840494443424517
"id0586","id0586",1,-777,972,0,72.3380960709938,1320,72.3380960709938,1320,-1.17224571976898,1210,5.57692809359268,50577,2,1,1,0,1808,800,1308,0.0253665872823654
"id0587","id0587",0,-609,803,0,53.6824998734515,980,53.6824998734515,980,-5.05350951638552,1150,3.14416759457761,25423.5,0,0,0,0,1392,790,962,0.0266129409164315
"id0588","id0588",1,-663,823,-12,-25.5546048267753,751,11.4804491621607,801,-25.5546048267753,751,-5.0080878079853,-8231,2,1,1,1,1112,231,642,0.0277187695218281
"id0589","id0589",0,-622,830,0,-91.3174580869932,1340,6.18700000027833,760,-91.3174580869932,1340,-12.0165425594053,-62523,1,0,0,0,1736,660,1086,0.0560821322884546
"id0590","id0590",0,-513,913,0,106.430509257842,760,106.430509257842,760,0,0,27.9071738381914,61373.5,0,1,0,0,1048,480,508,0.10132115906773
"id0591","id0591",0,-608,927,0,55.7162404148842,851,55.7162404148842,851,-11.547000721274,621,5.30506712874963,29241,0,0,0,0,1216,501,656,0.0656349312454792
"id0592","id0592",0,-657,829,0,32.8424931434793,851,32.8424931434793,851,-0.575736278767385,761,2.99297573762444,19756,0,0,0,0,1360,731,940,0.0329926831543489
"id0593","id0593",0,-621,946,0,-59.1085314046955,730,35.5109289651734,880,-59.1085314046955,730,-0.390841185089453,-24059.5,0,1,0,0,1240,570,740,0.028115096740772
"id0594","id0594",0,-579,878,0,-53.9589837657413,720,2.0756380891738,580,-53.9589837657413,720,-7.48289395624835,-27221.5,0,0,0,0,1080,530,580,0.0431789270016456
"id0595","id0595",311,-572,909,0,750.725356037899,1740,750.725356037899,1740,-74.4185464560896,1050,150.906648230074,100972.5,4,3,2,0,2447,470,717,0.197977453866508
"id0596","id0596",0,-737,920,0,-45.4487686478841,1090,6.9324747996362,910,-45.4487686478841,1090,-2.98720487297767,-22553.5,0,0,0,0,1376,810,966,0.0297071693019233
"id0597","id0597",0,-613,953,0,35.8281559775612,830,35.8281559775612,830,-32.2942656645735,730,2.44021619242866,-5132,0,1,0,0,1248,560,748,0.0301080512475606
"id0598","id0598",0,-713,924,0,39.2401667217399,731,39.2401667217399,731,-0.789773083652058,561,5.80692292702385,31258,1,1,0,0,1320,551,810,0.0273989741881144
"id0599","id0599",645,-615,835,0,1001.9426816866,1210,1001.9426816866,1210,-16.3131561075079,760,455.064550806347,235815,2,1,2,0,2904,600,1584,0.118413637902406
"id0600","id0600",479,-485,983,0,770.029461308054,1110,770.029461308054,1110,0,0,142.264490594394,432295,1,1,1,0,1688,850,1008,0.0727593542824283
"id0601","id0601",28,-596,886,0,82.426872895368,1021,82.426872895368,1021,-0.603105187063939,1461,25.0430953320216,32752,1,0,1,0,1576,591,866,0.0395090430046265
"id0602","id0602",0,-504,902,0,31.0513264574668,970,31.0513264574668,970,-0.282601524921465,510,7.38988185816997,20673,0,0,0,0,1344,500,644,0.0623130644286131
"id0604","id0604",477,-588,965,0,711.737407307666,1030,711.737407307666,1030,-1.56101977096514,1470,158.650972929703,397987.5,1,0,1,0,1655,660,855,0.0384115500348701
"id0605","id0605",0,-718,902,0,72.6155586086036,1530,72.6155586086036,1530,-47.7758409708131,1070,12.0046306721477,7464,2,1,0,0,2392,730,1432,0.135188643474633
"id0606","id0606",0,-523,968,0,10.6121207304115,1040,10.6121207304115,1040,-6.64938979647911,1160,0.876908142907337,-496.5,0,0,0,0,1536,730,816,0.0354911291383039
"id0607","id0607",0,-645,998,0,-79.8695087885586,800,25.1959064897527,930,-79.8695087885586,800,-6.84869784088147,-45828.5,0,0,0,0,1087,620,667,0.0338000089514929
"id0608","id0608",0,-675,918,0,-78.8353211495481,1000,0,0,-78.8353211495481,1000,-15.4150918726103,-42789.5,0,0,0,0,1392,760,800,0.0276417315242195
"id0609","id0609",196,-464,903,0,321.053250374684,560,321.053250374684,560,0,0,66.6595692030072,207236,1,1,1,0,1064,360,424,0.0453302474993041
"id0610","id0610",0,-530,809,0,-69.3552527336734,540,6.02698045804944,460,-69.3552527336734,540,-12.5805563626846,-32123.5,0,0,0,0,1096,410,486,0.043792308010045
"id0611","id0611",0,-678,914,0,50.7113516307445,1000,50.7113516307445,1000,0,0,8.51057107411798,19511.5,1,1,0,0,1344,700,864,0.030140414644221
"id0612","id0612",638,-554,892,-1,1020.69363726924,930,1020.69363726924,930,-0.544228479766661,20,278.159149747708,425017,2,4,2,1,1720,10,600,0.180530587913033
"id0613","id0613",675,-695,900,0,1055.5990938864,880,1055.5990938864,880,-1.83359154798718,1220,268.034311514269,540043,1,0,1,0,1335,440,525,0.144916714849648
"id0614","id0614",1,-503,856,0,198.222904951153,710,198.222904951153,710,-2.75571183631694,390,45.2645043473817,93297,4,0,2,0,1216,350,406,0.168284097118366
"id0615","id0615",5,-780,913,0,64.0588329351953,1180,64.0588329351953,1180,-13.9466044752277,1330,3.07077280375195,33158,3,1,2,0,2159,730,1659,0.0244677924455397
"id0616","id0616",35,-657,834,0,186.499167372715,780,186.499167372715,780,-27.69711279336,1030,31.435098917942,94831,2,0,2,0,1320,450,490,0.110672241873324
"id0617","id0617",580,-623,823,-1,921.727163802878,810,921.727163802878,810,-1.40630986652702,140,290.646546134249,486240.5,2,3,2,1,1560,120,550,0.165113984624528
"id0618","id0618",721,-594,912,0,1039.5596694221,950,1039.5596694221,950,0,0,264.773768590394,588109.5,1,1,1,0,1528,520,658,0.189620859275566
"id0619","id0619",154,-605,818,0,367.770437055402,1170,367.770437055402,1170,0,0,76.5713639480107,255219.5,3,0,1,0,1736,480,936,0.151695184425282
"id0620","id0620",709,-789,956,0,1130.425600155,2311,1130.425600155,2311,-156.231463028939,6211,643.12909185372,408409,5,6,4,0,6480,831,3991,0.171094494200171
"id0621","id0621",1,-734,848,0,-113.454351986061,600,0.756100802271066,120,-113.454351986061,600,-26.2252218395027,-98587,1,0,1,0,944,110,404,0.0366567868648078
"id0622","id0622",0,-690,920,0,22.6494654733884,930,22.6494654733884,930,-16.2215624423526,830,3.16746265272396,-944.5,1,1,0,0,1576,560,816,0.0280654528982838
"id0623","id0623",706,-613,855,0,1074.15581491792,1840,1074.15581491792,1840,-28.0709075712318,1010,408.709468732957,-115427.5,2,2,2,0,3512,470,1432,0.183664740340422
"id0624","id0624",606,-859,879,-2,991.947549207769,3920,991.947549207769,3920,-150.942981642312,3100,312.377225038472,231473,8,8,3,1,5279,0,2679,0.214907837991981
"id0625","id0625",0,-703,813,0,-61.8403609291206,1311,0,0,-61.8403609291206,1311,-9.00432277097634,-37622.5,1,0,0,0,1584,1101,1184,0.0247529826589099
"id0626","id0626",573,-766,880,0,1014.73201676003,950,1014.73201676003,950,-0.67118860039627,1230,198.699756154977,627883,1,2,1,0,1432,680,882,0.0357180826020792
"id0627","id0627",0,-503,899,0,51.5167836791323,1380,51.5167836791323,1380,-25.5466218279162,1060,5.58772913327544,2831,0,1,0,0,2280,930,1550,0.0334651562945466
"id0628","id0628",5,-800,883,0,-12.837701219058,1166,10.4767039865188,1216,-12.837701219058,1166,3.79503143705671,-162.5,2,1,1,0,1608,40,1148,0.0509346235154657
"id0629","id0629",0,-626,872,0,-86.4235921681808,1410,2.01968683648395,900,-86.4235921681808,1410,-21.4678892974454,-48390.5,0,0,0,0,1840,860,1000,0.0929797799925507
"id0630","id0630",802,-877,980,-69,1255.15921486596,2070,1255.15921486596,2070,-6.5728986482883,2410,149.156928580839,1008061.5,3,3,2,2,2560,640,1050,0.249737140887657
"id0631","id0631",0,-534,892,0,54.3113565450704,890,54.3113565450704,890,0,0,14.6462878343634,32080,0,1,0,0,1352,530,732,0.0743857113583957
"id0632","id0632",0,-592,813,0,-114.801601761473,1510,7.95067911312309,1100,-114.801601761473,1510,-24.5877127983523,-38313,0,0,0,0,2272,730,1342,0.0262174381485099
"id0633","id0633",0,-520,1003,0,72.5834453691188,930,72.5834453691188,930,-71.6227144644804,740,9.02573983973243,-11663.5,0,1,0,0,1264,520,684,0.0817894330084781
"id0634","id0634",0,-458,973,0,-17.4836677231022,990,8.20343137183319,800,-17.4836677231022,990,-1.554835590907,-9541,0,0,0,0,1440,730,1050,0.0277006347833111
"id0635","id0635",0,-577,760,0,10.2523910373812,1180,10.2523910373812,1180,-7.43542005624245,1000,0.53098574645441,-1781.5,0,0,0,0,1528,640,788,0.0747851921914559
"id0636","id0636",1,-591,964,0,69.9482463824193,850,69.9482463824193,850,-18.6416930473849,950,4.34388083917969,34753.5,2,1,1,0,1279,730,899,0.0256340029960357
"id0637","id0637",96,-679,780,0,218.311330346852,1410,218.311330346852,1410,-96.0897082642349,1850,12.6352577348251,44662,1,0,1,0,2600,1150,1690,0.0707656970747353
"id0638","id0638",0,-882,922,0,-86.8333509867096,1020,31.4101819090958,1210,-86.8333509867096,1020,-7.02649004133449,-45910,1,1,0,0,1664,820,1054,0.0694764304905713
"id0639","id0639",0,-745,805,0,-187.90861387285,1770,0.679226206716348,550,-187.90861387285,1770,-33.0632923180592,-99586,0,0,0,0,2344,540,1444,0.0541059772047831
"id0640","id0640",0,-714,859,0,-79.315511232536,1260,9.66880209166871,900,-79.315511232536,1260,-18.6078837986239,-43437.5,0,0,0,0,1584,860,914,0.0530006967057755
"id0641","id0641",426,-647,812,0,796.806956759772,1530,796.806956759772,1530,0,0,205.764035863307,346997,4,5,2,0,9856,630,7636,0.122125491291472
"id0642","id0642",1,-494,867,0,-110.987489848676,1020,6.55703066437821,880,-110.987489848676,1020,-10.9101120081406,-69076.5,1,0,1,0,1488,800,1048,0.0262729830586174
"id0643","id0643",0,-723,943,0,135.989061065165,1320,135.989061065165,1320,-18.7629456359605,1080,9.59578523750238,39744.5,1,1,0,0,1744,730,914,0.0907718581730736
"id0644","id0644",3,-457,779,0,62.735592087608,1325,62.735592087608,1325,-2.47244223670363,1565,14.0318796760263,24953,1,0,1,0,1681,215,851,0.059616272104209
"id0645","id0645",0,-715,801,0,-294.45082315101,1130,5.33399758278529,830,-294.45082315101,1130,-54.0202513262792,-142821,1,0,0,0,2072,700,1032,0.0576086348112634
"id0646","id0646",132,-703,881,0,234.158797416049,1250,234.158797416049,1250,-32.7173930688394,1570,33.9318194381648,75454,1,0,1,0,1880,670,1070,0.0668264776839353
"id0647","id0647",0,-526,838,0,45.8720667997764,1210,45.8720667997764,1210,-5.3426110497426,390,10.5456163810949,22311.5,0,0,0,0,1729,310,878,0.0908696514152277
"id0648","id0648",0,-558,765,0,52.2007009623034,960,52.2007009623034,960,-5.01856702623743,1330,11.8052349981215,31656.5,2,0,0,0,1431,280,731,0.0356106991646322
"id0649","id0649",538,-520,794,0,840.155935998841,2650,840.155935998841,2650,-10.9806538714992,2090,294.365557025717,165341.5,4,4,2,0,5128,720,3368,0.0672379719432731
"id0650","id0650",63,-557,799,0,153.086286714709,3490,153.086286714709,3490,-8.70443139531663,3850,73.7761896690742,101478,1,2,1,0,4143,310,3113,0.0544074968968139
"id0651","id0651",13,-654,811,0,87.6523556125784,831,87.6523556125784,831,-0.954078421801444,1231,18.5569549919973,57569.5,1,0,1,0,1296,291,586,0.0779473690336825
"id0652","id0652",18,-563,811,0,143.284891302297,880,143.284891302297,880,-5.87178364823566,1240,19.3320199896242,75784,1,0,1,0,1472,570,612,0.0460573288777435
"id0653","id0653",47,-632,824,0,103.260557761991,1040,103.260557761991,1040,-28.3958830133318,1270,35.3243501781945,38190,1,0,1,0,1455,430,795,0.0571352461172189
"id0654","id0654",0,-644,863,0,96.5933291240041,4210,96.5933291240041,4210,-1.60289280148474,910,63.8621338949415,65985.5,0,0,0,0,4640,800,3880,0.0235304974101942
"id0655","id0655",50,-545,736,0,232.994115303991,1000,232.994115303991,1000,-20.2027234106028,1480,53.2674753650511,82156.5,2,0,2,0,1864,640,1054,0.0925624922126905
"id0656","id0656",1,-676,792,-3,-71.0748505698839,1180,23.452165318838,1010,-71.0748505698839,1180,-8.65139005984675,-16988,1,1,1,1,1415,590,905,0.0266774871340905
"id0657","id0657",46,-710,898,0,92.3138340470154,1281,92.3138340470154,1281,-11.0335525840006,1671,19.5357817705193,55751.5,2,1,1,0,3608,471,2828,0.0885151366714961
"id0658","id0658",1,-592,814,0,37.0548169535279,1990,37.0548169535279,1990,-32.7170506831744,2310,14.4238011275604,-1415.5,1,0,1,0,2648,590,1808,0.0246926125903715
"id0659","id0659",109,-578,848,0,225.802793558506,1923,225.802793558506,1923,-1.68964762452184,2373,37.7047013857807,97383,2,0,2,0,2503,390,1593,0.0851664889335387
"id0660","id0660",26,-567,815,-2,-31.3436933809895,1450,27.3752447829915,990,-31.3436933809895,1450,4.98588514754269,-369,1,1,1,1,1662,500,922,0.0883314334271931
"id0661","id0661",0,-598,812,0,-41.408577990875,760,3.31205159465307,1670,-41.408577990875,760,-7.72711100797715,-17326,0,0,0,0,2969,620,1969,0.0673638749955879
"id0662","id0662",0,-732,812,0,86.6271136584754,1241,86.6271136584754,1241,-28.3012639021924,1481,1.65809699823113,21533.5,2,0,0,0,1720,501,1080,0.0551575432289576
"id0663","id0663",0,-629,783,0,23.4628073964106,1580,23.4628073964106,1580,-2.67136483108719,1870,1.62813906028957,13785,0,0,0,0,4720,590,3870,0.0502078609581791
"id0664","id0664",0,-544,812,0,-21.129867499847,1470,15.3675484140859,1240,-21.129867499847,1470,0.94877087693189,-4303.5,0,0,0,0,2023,630,1493,0.0259328499345771
"id0665","id0665",0,-562,829,0,77.5015459234246,730,77.5015459234246,730,-0.561135115612535,1160,13.5844067262918,49401,0,0,0,0,1176,640,646,0.0814629102910849
"id0666","id0666",572,-579,852,0,943.919823231257,2100,943.919823231257,2100,-62.5478937760275,2440,154.282052504367,333213.5,3,2,1,0,3911,380,2431,0.0986605968130945
"id0667","id0667",571,-486,890,0,940.945750171916,1270,940.945750171916,1270,0,0,196.715775543688,325138.5,2,2,2,0,2120,370,790,0.190554475981073
"id0668","id0668",597,-646,795,0,915.001247247729,1760,915.001247247729,1760,-30.9945552293286,1190,224.431732691721,454885.5,2,2,2,0,2377,640,1097,0.0727696198000415
"id0669","id0669",441,-686,948,-2,825.404130346576,1740,825.404130346576,1740,-159.895574637626,1130,140.76227825937,41617.5,5,4,4,1,2231,620,861,0.21088446521072
"id0670","id0670",509,-757,887,0,799.455188291859,1040,799.455188291859,1040,-103.46808805295,1410,189.351798620419,511006.5,2,2,1,0,1672,570,692,0.118409574052355
"id0672","id0672",612,-866,918,0,897.97948768128,1401,897.97948768128,1401,-199.102152503337,1751,125.36940783357,302845,2,3,1,0,2152,501,1022,0.114831900800377
"id0675","id0675",0,-575,841,0,75.3060005068656,630,75.3060005068656,630,-37.3693267113775,770,0.233437326107982,31800.5,2,0,0,0,1159,410,509,0.0287840159607761
"id0680","id0680",0,-570,790,0,-54.0975390405365,650,53.3379151526807,480,-54.0975390405365,650,-9.1482807494034,15839.5,2,2,0,0,1120,330,520,0.0270190627321371
"id0681","id0681",0,-649,786,0,-121.363954593501,720,8.04359498089851,570,-121.363954593501,720,-20.0435173771995,-56543,2,0,0,0,1232,410,592,0.0577808254656245
"id0683","id0683",1,-737,836,0,-172.732438088422,6571,4.29042320140144,611,-172.732438088422,6571,-2.95113695320398,-125044,2,0,1,0,6985,511,6305,0.0229895182246987
"id0684","id0684",519,-544,930,0,889.698699653879,1311,889.698699653879,1311,-2.54309998091962,541,393.184456092929,504108.5,2,1,2,0,2032,471,852,0.14741351878862
"id0685","id0685",0,-617,995,0,138.22807558091,620,138.22807558091,620,0,0,27.6834012775175,109941.5,0,1,0,0,1048,440,548,0.0296830086727925
"id0686","id0686",0,-637,969,0,-131.137227941233,750,2.67672753027939,540,-131.137227941233,750,-16.7587496766774,-81683,0,0,0,0,1016,510,586,0.0271573734370105
"id0687","id0687",359,-726,845,0,614.81203369644,860,614.81203369644,860,-52.1974168604518,1130,128.930975673765,294940,2,0,1,0,1367,450,477,0.113142656099881
"id0688","id0688",291,-738,896,0,347.120698995322,963,347.120698995322,963,-19.1666645324218,1583,89.870266977034,187420,2,1,1,0,2201,40,1034,0.176288834894169
"id0689","id0689",0,-554,889,0,75.896608479615,1200,75.896608479615,1200,-3.83774249491267,890,7.90733065997698,57611,0,0,0,0,1511,790,1021,0.0271168151049525
"id0690","id0690",0,-689,823,0,-86.1659413076332,740,11.9859959444526,900,-86.1659413076332,740,-12.6454974598727,-34611,0,0,0,0,1183,530,583,0.0507791114985118
"id0691","id0691",0,-628,870,0,-115.595921698883,891,7.53416401423637,1111,-115.595921698883,891,-18.0850829104605,-63062.5,0,0,0,0,1280,31,580,0.0418341403556498
"id0692","id0692",741,-567,929,0,1088.15839887122,1310,1088.15839887122,1310,-0.128710136679988,1670,236.519453816828,733306.5,2,1,1,0,1792,0,472,0.160107913800305
"id0693","id0693",423,-597,853,-3,768.001631277395,930,768.001631277395,930,-1.7201936454562,210,159.215469048209,418540,1,1,1,1,1368,170,638,0.091053042681006
"id0694","id0694",0,-746,879,0,17.4291807028325,801,17.4291807028325,801,-15.7719970547227,1021,-1.66650639523633,2155.5,1,0,0,0,1184,711,774,0.0285167838319333
"id0695","id0695",372,-546,787,0,718.913040816879,1000,718.913040816879,1000,0,0,160.38871115364,303207.5,3,0,1,0,1393,460,533,0.119664503756089
"id0696","id0696",481,-656,951,0,738.477692503204,880,738.477692503204,880,-1.03725352050576,1370,141.135250101442,553811,2,1,1,0,1496,440,556,0.0954941893733416
"id0697","id0697",95,-692,942,0,343.813700885225,1170,343.813700885225,1170,-9.48231069795457,740,47.2156420135975,294278.5,3,1,2,0,1583,710,973,0.103078369450835
"id0698","id0698",0,-610,904,0,-99.8773420637461,1130,0,0,-99.8773420637461,1130,-8.93321595708649,-63341,0,0,0,0,1376,920,986,0.0273895930170628
"id0699","id0699",544,-511,925,-1,851.177696998648,950,851.177696998648,950,0,0,214.208550916303,617269.5,1,2,1,1,1624,380,424,0.245122458032985
"id0700","id0700",7,-496,839,0,70.9969781785955,1470,70.9969781785955,1470,-13.6162102028721,490,20.0140220990062,47431,5,0,1,0,2007,210,727,0.0904903531783749
"id0701","id0701",407,-590,945,0,583.920790000714,1450,583.920790000714,1450,-0.276623822687564,360,201.426687677321,467120.5,3,3,2,0,1967,250,1087,0.070352491002991
"id0702","id0702",92,-767,984,0,228.0872374992,1810,228.0872374992,1810,-2.57904418074303,2190,44.1883644226873,207788.5,4,1,1,0,2288,390,1458,0.0917664235606632
"id0703","id0703",555,-492,896,0,869.917011311691,960,869.917011311691,960,0,0,201.856174153454,608015,1,1,1,0,1599,550,789,0.0760960977917926
